comment_id,text,issue_id,author_id
69161,"Submitted by MR [https://gitlab.com/TaxiNamba/taxi-driver-android-new/merge_requests/70
]

When viewing the crash in analytics, I found that it is possible that when style is loaded in the map box, it uses the old version of okHttp and updated the map box, the crash will no longer occur.",676009,94
69142,"The crash occurs when glide uses a context that has already been destroyed.

Fixed in all places where glide uses context added checks for !context.isDestroyed()

Submitted by MR [https://gitlab.com/TaxiNamba/taxi-driver-android-new/merge_requests/69]",676012,94
69310,MR accepted [https://gitlab.com/TaxiNamba/taxi-driver-android-new/merge_requests/69],676012,94
69131,"Removed New Year's decoration returned the old icons.
 sent by MR [https://gitlab.com/TaxiNamba/taxi-booking-app-android-new/merge_requests/70].

Screen with New Year's paraphernalia removed.
!2020-01-08 13.18.26.jpg|thumbnail!

",676014,94
69312,MR accepted [https://gitlab.com/TaxiNamba/taxi-booking-app-android-new/merge_requests/70],676014,94
69132,"Added new icons for the new taxi kol taxi:
!2020-01-08 13.28.41.jpg|thumbnail!

Changed the colors of the entire application:
!2020-01-08 13.28.45.jpg|thumbnail!",676016,94
69114,"Created a new mail ([koltaxi312@gmail.com|mailto:koltaxi312@gmail.com] password can be obtained from Eldar mobile operator) connected it to the firebase created a new project in it kol taxi connected it to the application.
 !Screenshot 2020-01-07 at 15.19.41.png|thumbnail!",676020,94
69113,"Added a new build connected to a new backend
Variation in the project:
!Screenshot 2020-01-07 at 15.13.05.png|thumbnail!",676022,94
69094,"Submitted by MR [https://gitlab.com/TaxiNamba/taxi-driver-android-new/merge_requests/67]

Added an event that checks for an attempt to copy the test. (If the user tries to copy the text, it throws it on the last letter)
 
Fix video [^2020-01-06 11/18/57.mp4]",676023,94
69133,MR brought [https://gitlab.com/TaxiNamba/taxi-driver-android-new/merge_requests/67] code to dev,676023,94
69104,"Submitted by MR [https://gitlab.com/TaxiNamba/taxi-driver-android-new/merge_requests/68]

When fixing the bug with ""In the driver's application, in the minimized state, the alert is not displayed"" (https://pm.maddevs.co/browse/NT-10271), the logic of calling the method before class initialization was built incorrectly.

Fixed added visa method after initialization. And added a check just in case.

[|https://gitlab.com/TaxiNamba/taxi-driver-android-new/merge_requests/68]",676024,94
69134,MR brought [https://gitlab.com/TaxiNamba/taxi-driver-android-new/merge_requests/68] code to dev,676024,94
69613,"Released the application in the store

!photo_2020-01-20 12.18.07.jpeg|width=169,height=300!",676033,54
68966,"Communication with the team, formed the dock. https://docs.google.com/document/d/14MeNdk6kj69NI8MmtxocSh5fJy7HvOw5fnsyKCR9LkA/edit?usp=sharing",676037,291
69005,"Notifications will be sent to Email taxinamba@gmail.com
On the balance of the account in reg.ru 4298 rubles.",676039,82
69008,"*Приобретение сертификатов*

1. Проверить цены на сертификаты:
https://www.reg.ru/buy/ssl

Требуется сертификат от DomainSSL от GlobalSign

На сегодняшний день цена: 

{code:java}
2 399 ₽ на 1 год - для домена и поддомена www
8 306 ₽ на 1 год - WildCard для основного домена и всех его поддоменов.
{code}
 
2. Перейти на страницу: 
https://www.reg.ru/ssl-certificate/

3. Выбрать DomainSSL - указать имя домена - выбрать тип сертификата.
Кликнуть на кнопку Оплатить
Заполнить данные для приобретения сертификата (либо использовать существующий шаблон, данные проверить повторно)
Нажать кнопку Продолжить - будет совершен переход на следующую страницу. 
4. Скачать CSR и PrivateKey - сохранить на ПК и передать ПМу

5. Теперь ожидаем получени писем на контактную элетронную почту указанную при оформлении сертификата. 

*Далее инструкции после получения письма от reg.ru
*
1. Авторизоваться на сервере* infra2.swift.kg*
 (сейчас мастер)

{code:java}
ssh 10.7.0.232
{code}

2. Для домена *nambataxi.kg*
Добавить txt запись для активации сертификата в файл /etc/bind/master/nambataxi.kg

{code:java}
nambataxi.kg. 3600 IN  TXT  ""_globalsign-domain-verification=bgOblLvRMGxiHD8CSWd5ndr6Xy**********""
{code}


Изменить *2019123001; serial*
Указать текущую дату

3. Для домена swift.kg
Добавить txt запись для активации сертификата в файл /etc/bind/master/swift.kg

{code:java}
swift.kg. 3600 IN  TXT  ""_globalsign-domain-verification=bgOblLvRMGxiHD8CSWd5ndr6XyF2sHgRlbjrH""
{code}

Изменить 2019123001; serial
Указать текущую дату

4. Перезапустить rnds 
rndc reload

5. После перезапуска записи должны появится на слейве ssh infra1.swift.kg  
Подключитесь к slave:

{code:java}
ssh 10.7.0.231
{code}


6. Проверить записи TXT для доменов


{code:java}
cat /etc/bind/slave/nambataxi.kg | grep TXT
			TXT	""_globalsign-domain-verification=bgOblLvRMGxiHD8CSWd5ndr6XyvpfqvF2sHgRlbjrH""
{code}



{code:java}
# cat /etc/bind/slave/swift.kg | grep TXT
			TXT	""_globalsign-domain-verification=-EbJSqicMBMzJsXhn31Sq5rP4r77OcsImrd12bZMi1""	
{code}
		

5. Проверить записи:

{code:java}
dig +short swift.kg TXT @infra1.swift.kg
{code}

""_globalsign-domain-verification=-EbJSqicMBMzJsXhn31Sq5rP4r77OcsImrd12bZMi1""


{code:java}
dig +short swift.kg TXT @infra2.swift.kg
{code}

""_globalsign-domain-verification=-EbJSqicMBMzJsXhn31Sq5rP4r77OcsImrd12bZMi1""


6. На почту указанную при покупке сертификатов, поступят письма в которых будут содержаться основной сертификат, промежуточный сертификат, корневной сертификат и csr запрос. 

*Подготовка сертификатов*
Для различных служю требуется различная компоновка сертфикатов. 

1. Nginx - создать файл с расширением .pem в него в таком порядке поместить сертификаты. 

{code:java}
-----BEGIN CERTIFICATE-----
#Ваш сертификат#
-----END CERTIFICATE-----
-----BEGIN CERTIFICATE-----
#Промежуточный сертификат#
-----END CERTIFICATE-----
-----BEGIN CERTIFICATE-----
#Корневой сертификат#
-----END CERTIFICATE-----
{code}


2. Haproxy - создать файл с расширением .pem в него в таком порядке поместить сертификаты и закрытый ключ в таком порядке.


{code:java}
-----BEGIN CERTIFICATE-----
#Ваш сертификат#
-----END CERTIFICATE-----
-----BEGIN CERTIFICATE-----
#Промежуточный сертификат#
-----END CERTIFICATE-----
-----BEGIN CERTIFICATE-----
#Корневой сертификат#
-----END CERTIFICATE-----
-----BEGIN RSA PRIVATE KEY-----
#private.key сгенерированный при запросе ssl сертификата#
-----END RSA PRIVATE KEY-----
{code}


3. Freeswitch - создать два файла с расширением .pem в него в таком порядке поместить сертификаты и закрытый ключ в таком порядке.


{code:java}
-----BEGIN CERTIFICATE-----
#Ваш сертификат#
-----END CERTIFICATE-----
-----BEGIN RSA PRIVATE KEY-----
#private.key сгенерированный при запросе ssl сертификата#
-----END RSA PRIVATE KEY-----
-----BEGIN CERTIFICATE-----
#Промежуточный сертификат#
-----END CERTIFICATE-----
-----BEGIN CERTIFICATE-----
#Корневой сертификат#
-----END CERTIFICATE-----
{code}


*Установка сертификатов
*
Nginx - для домена nambataxi.kg

1. Нужно  подключиться к серверам proxy1.swift.kg  и proxy2.swift.kg

2. Создать каталог 

{code:java}
/etc/nginx/cert_globalsing2019
{code}


3. Загрузить в каталог сертификат который был сгруппирован для nginx и закрытый ключ.

Открыть файл */etc/nginx/sites-available/nambataxi.kg*

Заменить файлы сертификатов и закрытый ключ


{code:java}
server {
	listen 80;
	listen 443 ssl;
	server_name *.nambataxi.kg;

    ssl on;
    ssl_certificate /etc/nginx/cert_globalsing2019/nambataxi2019_nginx.pem;
    ssl_certificate_key /etc/nginx/cert_globalsing2019/www.nambataxi.kg.key;
    include /etc/nginx/ssl/ssl-trust.conf;

	access_log /var/log/nginx/ssl-nambtaxi.kg-access.log;
	error_log /var/log/nginx/ssl-nambataxi.kg-error.log;

    rewrite ^ https://nambataxi.kg$request_uri? permanent;
}

{code}




{code:java}
server {
	listen 443 ssl;
	server_name nambataxi.kg;

        ssl on;
        ssl_certificate /etc/nginx/cert_globalsing2019/nambataxi2019_nginx.pem;
        ssl_certificate_key /etc/nginx/cert_globalsing2019/www.nambataxi.kg.key;
        include /etc/nginx/ssl/ssl-trust.conf;
{code}


4. Повторить тоже самое на proxy2.swift.kg


5. Проверить конфигурации nginx 


{code:java}
nginx -t
{code}
 

6. Если ошибок не возникло, то перезапускаем nginx


{code:java}
nginx -s reload
{code}


7. Проверяем обновление сертификата


{code:java}
curl -v https://nambataxi.kg

{code}

Ищем строки 

{code:java}

*  start date: Dec 30 07:56:41 2019 GMT
*  expire date: Dec 30 07:56:41 2020 GMT
{code}



Nginx - для домена swift.kg

1. Нужно  подключиться к серверам proxy1.swift.kg  и proxy2.swift.kg

2. Загрузить в каталог сертификат который был сгруппирован для nginx и закрытый ключ /etc/nginx/cert_globalsing2019

3. Открыть файл /etc/nginx/ssl/ssl-swift_kg.conf, заменить сертификат и закрытый ключ


{code:java}
ssl_certificate /etc/nginx/cert_globalsing2019/swift2019_nginx.pem;
ssl_certificate_key /etc/nginx/cert_globalsing2019/www.swift.kg.key;
{code}


4. Открыть файл /etc/nginx/stream-available/driver_backend, заменить сертификат и закрытый ключ. 


{code:java}
ssl_certificate /etc/nginx/cert_globalsing2019/swift2019_nginx.pem;
ssl_certificate_key /etc/nginx/cert_globalsing2019/www.swift.kg.key;
{code}


4. Повторить тоже самое на proxy2.swift.kg

5. Проверить конфигурации nginx 


{code:java}
nginx -t 

{code}

6. Если ошибок не возникло, то перезапускаем nginx


{code:java}
nginx -s reload
{code}


7. Проверяем обновление сертификата

{code:java}

curl -v https://operator.swift.kg
{code}


Ищем строки 


{code:java}
*  start date: Dec 30 07:56:41 2019 GMT
*  expire date: Dec 30 07:56:41 2020 GMT
{code}



Haproxy - для домена swift.kg

1. Нужно  подключиться к серверам proxy1.swift.kg  и proxy2.swift.kg

2. Создать каталог 

{code:java}
/etc/haproxy/cert_globalsign2019
{code}


3. Загрузить в каталог сертификат который был сгруппирован для haproxy. 

4. Открыть файл /etc/haproxy/haproxy.cfg

5. Заменить файл сертификата

{code:java}
bind *:3000 npn spdy/2 alpn h2,http/1.1 ssl crt /etc/haproxy/cert_globalsign2019/swift2019_haproxy.pe
{code}
m

6. Проверить конфиг:

{code:java}

haproxy -c -V -f /etc/haproxy/haproxy.cfg
{code}


7. Перезапустить haproxy


{code:java}
systemctl reload haproxy

{code}

8. Проверяем обновление сертификата 


{code:java}
 curl https://proxy1.swift.kg:3000 -v 
{code}


{code:java}

*  start date: Dec 30 07:56:41 2019 GMT
*  expire date: Dec 30 07:56:41 2020 GMT
{code}


Freeswitch 

1. Подключиться к voip1.swift.kg и voip2.swift.kg

2. Загрузить сертификаты скомпаннованные для freeswitch в каталог 

{code:java}
/etc/freeswitch/certs 
{code}


3. Имена сертификатов оставить wosign_wss.pem и wss.pem

4. Перезапустить freeswitch

5. Проверить через fs_cli наличие ошибок. 

6. Войти в операторскую, проверить подключение к телефонии. 
",676039,82
68935,"If the sip widget has stopped registering in the control room (there is no ""Registered"" inscription)
1. Log in to the server voip1.swift.kg (It is important to connect via internal IP)

{code:java}
ssh 10.7.0.111
{code}


2. Open *fs_cli*

{code:java}
fs_cli
{code}


3. Set the logging level to 7

{code:java}
/log7
{code}


4. Monitor logs (exit *fs_cli* with *ctrl d* command)
If ""Red Entries"" are found with content:

{code:java}
```2019-12-26 18:19:30.681926 [ERR] switch_core_sqldb.c:587 NATIVE SQL ERR [database disk image is malformed]
delete from sip_registrations where expires > 0 and expires <= 1577362770 and hostname='voip1'```
{code}


So the internal databases of the Friswitch have been broken, you need to do the following:

5. Stop freeswith (When you stop keepalived will switch the dedicated IP to voip2 )


{code:java}
systemctl stop freeswitch
{code}


6. Delete all databases


{code:java}
rm -rf /var/lib/freeswitch/db/*
{code}


7. Launch freeswitch


{code:java}
systemctl start freeswitch

{code}

8. We check whether the databases have been created, if they are not, we check the freeswith logs.


{code:java}
ls -lah /var/lib/freeswitch/db/
{code}


9. If the database has been created, connect to voip2


{code:java}
ssh 10.7.0.112

{code}

10. Stop keepalived


{code:java}
ssh service keepalived stop
{code}


11. Check the presence of IP on voip1, IP will appear on immediately, after stopping keepalived for 20 seconds

{code:java}
ip a | grep 212.42.122.203
    inet 212.42.122.203/28 scope global eth0:tw1-MASTER
{code}



12. If the IP does not appear within 30 seconds 1 minute. On voip1 restart keepalived


{code:java}
systemctl restart keepalived
{code}


13. If there is an IP, we check the operation of telephony in the operator's room, if the problem persists, we check the freeswith logs and look for the problem.",676041,82
69361,Communication with Artur and the backup removal and copying team.,676042,112
72812,Task closed due to project transfer,676042,54
68885,"Aliya asked me to create a task

!Screen Shot 2019-12-25 at 13.16.32.png!",676047,54
69065,"Submitted by MR [https://gitlab.com/TaxiNamba/taxi-booking-app-android-new/merge_requests/68]

Added sending events to firebase when the tariff change window is displayed. event update tariff rush hour visible - sent when the window is displayed and the Rush Hour tariff is changed. update tariff window visible event - sent when the window is displayed.

Photo from firebase with features:

!Screenshot 2020-01-06 at 18.17.07.png|thumbnail!",676047,94
69136,MR accepted [https://gitlab.com/TaxiNamba/taxi-booking-app-android-new/merge_requests/68] code in master-e,676047,94
68872,https://githow.com/olivere/elastic/wiki/QueryDSL,676052,207
69728,"Started fixing errors by sentry
https://sentry.swift.kg/sentry/namba-dashboard-staging/issues/2172/ (error creating operator and qa operator)
https://sentry.swift.kg/sentry/namba-dashboard-staging/issues/2180/ (an error when saving any photo affected all places where there are photos)
https://sentry.swift.kg/sentry/namba-dashboard-staging/issues/2187/ (a bug with changing the date format affected a lot of reports)
https://sentry.swift.kg/sentry/namba-dashboard-staging/issues/1460/ (a bug due to which the number of drivers in different statuses on the map could not be displayed correctly)
 !screenshot-1.png|!",676053,1
72824,Task closed due to project transfer,676053,54
69609,"When the test driver was fired, he noticed strange statistics on rejected orders.

 !screenshot-1.png|!",676058,1
68848,"Communication with Artur, wrote to the doc, it was decided to set up backups with coltaxi according to the old scheme, and then create a separate task to remake the mechanism for collecting backups on the taxi backup server.
https://docs.google.com/document/d/1Sme3GuQe9DGB3aI7bRy1MUVRVNKQAeBw0OEqhj8EpBg/edit",676060,291
68819,"Backup server script with corrected checksum calculation and folder structure, added removal of old calls.

{code:java}
#!/bin/bash

BACKUP_FOLDER=/mnt/backup
DAYS_TO_STORE=30
DATE_NOW=$(date +%F)

PRJ_NAMES=( ""operator.oshfood.kg"" ""oshfood.kg"" ""nambafood.kg"" ""nambafood.swift.kg"" ""islegtm.com"" ""operator.islegtm.com"" )
BACKUP_EXIST_CURLS=( ""https://cron.monitoring.maddevs.co/ping/0617c004-6b2a-43a2-b99c-f3e4ffc0290b"" ""https://cron.monitoring.maddevs.co/ping/0ca5940d-9b77-4430-9433 -5bbceddc2f0c"" ""https://cron.monitoring.maddevs.co/ping/962f5eb9-585f-4122-9bd4-c474b0897f5f"" ""https://cron.monitoring.maddevs.co/ping/dd8c41f0-08e0-42fa-8cf9 -66d85e1fbbee"" ""https://cron.monitoring.maddevs.co/ping/bd4a61d4-e6f2-4c8e-aada-b8c2835b569e"" ""https://cron.monitoring.maddevs.co/ping/ee545e04-12f3-45b6-9827 -3dd8829aee71"" )
BACKUP_SOLID=( ""https://cron.monitoring.maddevs.co/ping/a27bd187-e7bd-4bad-bc34-fd64d62228af"" ""https://cron.monitoring.maddevs.co/ping/08e5fc77-5876-4b15-a3db -fa034b1ff74f"" ""https://cron.monitoring.maddevs.co/ping/6dba142c-03b4-49f3-84bb-201927b6d4af"" ""https://cron.monitoring.maddevs.co/ping/954bf081-e5ab-49fe-84c0 -cf0f658a8c76"" ""https://cron.monitoring.maddevs.co/ping/a734ca64-1ca3-440b-8b34-8871bba69669"" ""https://cron.monitoring.maddevs.co/ping/16b61b89-e0da-4002-803b -4b50fe108745"" )
declare -A RSYNC_DONE


remove_old_backups() {
for PROJECT_DIR in `ls $BACKUP_FOLDER`
do
for TIMESTAMP_BACKUP in `ls $BACKUP_FOLDER/$PROJECT_DIR`
do
if date -d $TIMESTAMP_BACKUP +%s > /dev/null 2>&1; then
if [ ""`date -d $TIMESTAMP_BACKUP +%s`"" -lt ""`date -d \""$DAYS_TO_STORE days ago\"" +%s`"" ]; then
rm -rf $BACKUP_FOLDER/$PROJECT_DIR/$TIMESTAMP_BACKUP
fi
fi
done
done
}


remove_old_calls() {
for PROJECT_DIR in `ls $BACKUP_FOLDER`
do
 if [ -d ""$BACKUP_FOLDER/$PROJECT_DIR/freeswitch_calls_archive"" ]; then
for TIMESTAMP in `ls ""$BACKUP_FOLDER/$PROJECT_DIR/freeswitch_calls_archive/taxi-freeswitch/in/""`
do
if [ ""`date -d $TIMESTAMP +%s`"" -lt ""`date -d \""$DAYS_TO_STORE days ago\"" +%s`"" ]; then
                                rm -rf $BACKUP_FOLDER/$PROJECT_DIR/freeswitch_calls_archive/taxi-freeswitch/*/$TIMESTAMP
         fi
done

fi
done
}

mkdir_all() {
for NAME in ${PRJ_NAMES[@]}
do
mkdir -p $BACKUP_FOLDER/$NAME/$DATE_NOW
done
}

backup_all() {
#operator.oshfood.kg and oshfood.kg

sudo rsync --bwlimit=5000 -a -e ""ssh -p 31862 -i /home/backup-server/.ssh/id_rsa"" backup-server@operator.oshfood.kg:/mnt/backup/* $BACKUP_FOLDER/operator .oshfood.kg/ >> /tmp/operator_oshfood_remover.log 2>&1
RSYNC_DONE
sudo rsync --bwlimit=5000 -a -e ""ssh -p 31862 -i /home/backup-server/.ssh/id_rsa"" backup@oshfood.kg:/mnt/backup/* $BACKUP_FOLDER/oshfood.kg/ > > /tmp/oshfood_remover.log 2>&1


#nambafood and nambafood.swift.kg

sudo rsync --bwlimit=5000 -a -e ""ssh -p 47305 -i /home/backup-server/.ssh/id_rsa"" backup-server@nambafood.kg:/mnt/backup/* $BACKUP_FOLDER/nambafood.kg / >> /tmp/nambafood_remover.log 2>&1
sudo rsync --bwlimit=5000 -a -e ""ssh -i /home/backup-server/.ssh/id_rsa"" backup-server@nambafood.swift.kg:/mnt/backup/* $BACKUP_FOLDER/nambafood.swift. kg/ >> /tmp/nambafood_swift_remover.log 2>&1

# islegtm.com and operator.islegtm.com


sudo rsync --bwlimit=5000 -a -e ""ssh -p 47305 -i /home/backup-server/.ssh/id_rsa"" backup-server@operator.islegtm.com:/mnt/backup/* $BACKUP_FOLDER/operator .islegtm.com/ >> /tmp/operator_islegtm_remover.log 2>&1
sudo rsync --bwlimit=5000 -a -e ""ssh -p 47305 -i /home/backup-server/.ssh/id_rsa"" backup-server@islegtm.com:/mnt/backup/* $BACKUP_FOLDER/islegtm.com / >> /tmp/islegtm_remover.log 2>&1

}

check_backup_success() {

for i in ${!PRJ_NAMES[@]}
do
if find /$BACKUP_FOLDER/""${PRJ_NAMES[$i]}""/ -mindepth 1 | read > /dev/null; then
    curl -fsS --retry 3 ""${BACKUP_EXIST_CURLS[$i]}"" > /dev/null
fi
done
}

backup_sha_compare() {
for PRJ_INDEX in ${!PRJ_NAMES[@]}
        do
SHA_HERE=""""
        PATHS=$( find $BACKUP_FOLDER/""${PRJ_NAMES[$PRJ_INDEX]}""/* -name ""*"" ! -name ""sha.txt"" -type f | sort )
        for FILE in $PATHS
           do
                        TEMP=$( sha1sum ""$FILE"" | awk '{ print $1 }' )
                       # echo ""$FILE $TEMP""
                        SHA_HERE=""$SHA_HERE $TEMP""
                done

        SHA_HERE=$( echo ""$SHA_HERE"" | sha1sum | awk '{ print $1 }' )
        SHA_FROM=$( cat $BACKUP_FOLDER/""${PRJ_NAMES[$PRJ_INDEX]}""/sha.txt )

if [ ""$SHA_HERE"" == ""$SHA_FROM"" ]; then
curl -fsS --retry 3 ""${BACKUP_SOLID[$PRJ_INDEX]}"" > /dev/null
else
echo ""$DATE_NOW: Corrupt Folder"" >> $BACKUP_FOLDER/""${PRJ_NAME[$PRJ_INDEX]}""/error_log.txt
fi
                done
}

remove_old_backups
remove_old_calls
mkdir_all
backup_all
check_backup_success
backup_sha_compare

{code}",676062,291
